#海鹰tv#
🇨🇳央视,#genre#
北京新闻,http://221.179.136.136:443/PLTV/88888888/224/3221226437/1.m3u8
北京卡酷少儿,http://39.134.68.170:6610/PLTV/88888888/224/3221225654/index.m3u8?
北京国际,http://221.179.136.146:443/PLTV/88888888/224/3221226510/1.m3u8
北京冬奥纪实,http://117.148.179.157/PLTV/88888888/224/3221233280/index.m3u8
中国交通北京,http://tv.lanjingfm.com/cctbn/beijing.m3u8
北京IPTV4K超清,http://221.179.136.148:443/PLTV/88888888/224/3221226550/1.m3u8
北京IPTV萌宠TV,http://221.179.136.152:443/PLTV/88888888/224/3221226555/1.m3u8
北京IPTV大健康,http://221.179.136.140:443/PLTV/88888888/224/3221226556/1.m3u8
北京IPTV淘baby,http://221.179.136.146:443/PLTV/88888888/224/3221226554/1.m3u8
北京IPTV淘电影,http://221.179.136.142:443/PLTV/88888888/224/3221226552/1.m3u8
北京IPTV淘剧场,http://221.179.136.134:443/PLTV/88888888/224/3221226553/1.m3u8
北京IPTV淘娱乐,http://221.179.136.136:443/PLTV/88888888/224/3221226551/1.m3u8
优优宝贝,http://124.232.233.15:6610/000000001001/201500000119/index.m3u8?IASHttpSessionId=OTT&m3u8_level=2&ispcode=3
四海钓鱼,http://124.232.233.15:6610/000000001001/201500000054/index.m3u8?IASHttpSessionId=OTT&m3u8_level=2&ispcode=3
爱家购物,http://tvlive.siqiangame.com/ugotvlive/aijiatv.m3u8?auth_key=1860547259-0-0-77940e9d27746d1ae88f7d31e81191d0
环球旅游,http://117.148.179.157/PLTV/88888888/224/3221231712/index.m3u8
京视剧场,http://111.20.41.248/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226242/1.m3u8
中华特产,http://play.zhtctv.cn/portal/btv.m3u8
置业频道,http://111.20.41.242/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226241/1.m3u8
通州电视台,http://pull.dayuntongzhou.com/live/tztv.m3u8
房山无线频道,http://live.funhillrm.com/2/sd/live.m3u8
房山有线频道,http://live.funhillrm.com/5/sd/live.m3u8
怀柔电视台,https://pili-live-hdl.huairtv.com/bjhr/hrxw.m3u8
石景山有线,http://live.sjsrm.com/bjsjs/sd/live.m3u8
顺义电视,http://livesydst.chinamcache.com/sydst/zb04.m3u8?auth_key=1633924026-0-0-674388eaa14736b03bcd6cfd1d294ba1
昌平综合,http://61.50.142.158/live/0.m3u8
清华大学电视台,http://live.cic.tsinghua.edu.cn/hls/tsinghuatv.m3u8
中国国际教育1,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
中国国际教育2,rtmp://play.cec-tv.com.cn/channel/cec-tv2
中国国际教育3,rtmp://play.cec-tv.com.cn/channel/cec-tv3
中国国际教育4,rtmp://play.cec-tv.com.cn/channel/cec-tv4
党员教育频道,http://12371alic.v.myalicdn.com/12371/dangyuanwang_1/index.m3u8
🇨🇳重庆,#genre#
重庆新闻,https://cqonsitecdn.cbgcloud.com/qf6jl2/6geisy.m3u8
重庆移动公交,http://qxlmlive.cbg.cn:1935/app_2/ls_58.stream/chunklist.m3u8
重庆移动机场,http://qxlmlive.cbg.cn:1935/app_2/ls_56.stream/chunklist.m3u8
重庆时尚购物,http://111.20.106.13:6610/yinhe/2/ch00000090990000001559/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
重庆电信IPTV导视,https://zbxclive.cbg.cn/app_2/ls_105.stream/chunklist.m3u8
重庆联通IPTV导视,https://zbxclive.cbg.cn/app_2/ls_106.stream/chunklist.m3u8
中国交通重庆,http://tv.lanjingfm.com/cctbn/chongqing.m3u8
铜梁综合,http://tonglianglive.cbg.cn:40123/ch1.m3u8#http://183.64.174.171:40123/ch1.m3u8
万州综合频道,http://wanzhoulive.cbg.cn:8017/iTXwrGs/800/live.m3u8
万州三峡移民,http://wanzhoulive.cbg.cn:8017/c2F0hmi/1000/live.m3u8
梁平综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_44.stream/chunklist.m3u8
璧山综合频道,http://222.179.42.129:8181/hls1.m3u8
永川综合频道,http://qxlmlive.cbg.cn:1935/applive/yctv01/chunklist.m3u8
潼南综合频道,http://183.230.184.51:65500/tntv1.m3u8
潼南生态人文,http://183.230.184.51:65500/tntv2.m3u8
合川综合频道,http://125.62.24.72:8030/ch0.m3u8
酉阳新闻综合,http://qxlmlive.cbg.cn:1935/applive/youytv01/playlist.m3u8
开州综合频道,http://kaixianlive.cbg.cn:10345/1.m3u8
大足综合频道,http://218.201.85.71:3170/m3u8
南川新闻综合,http://nanchuanlive.cbg.cn:30000/1111.m3u8#http://nctvsp.nctv.tv:30000/1111.m3u8
江津新闻综合,http://jiangjinlive.cbg.cn:1935/ch1.m3u8
彭水新闻综合,http://qxlmlive.cbg.cn:1935/applive/pstv1/playlist.m3u8
垫江综合频道,http://125.62.24.185:80/1.m3u8
忠县综合频道,http://qxlmlive.cbg.cn:1935/app_2/ls_35.stream/chunklist.m3u8
武隆综合频道,https://qxlmlive9.cbg.cn/applive/wltvzh/playlist.m3u8
万盛新闻综合,http://125.62.24.251/hls1.m3u8
荣昌综合频道,http://183.64.181.25:40023/rongchang01.m3u8
北碚综合频道,http://222.178.181.121:12034/beibei01.m3u8
巫山综合频道,http://qxlmlive.cbg.cn:1935/applive/wspd001/chunklist.m3u8
涪陵电视台,http://livefuling.chinamcache.com/liveful/fldszb001.m3u8
🇭🇰H-G,#genre#
翡翠台,http://everydaytv.top/xg.flv?id=fct/A39F9F5252CC4B67F3C816ECBAA295DE
凤凰香港台,http://everydaytv.top/xg.flv?id=fhxgt/FFD946943BEF0FDE1CF70B8D4EBD496A
凤凰中文台,https://playtv-live.ifeng.com/live/06OLEGEGM4G_tv1.m3u8
凤凰资讯台,https://playtv-live.ifeng.com/live/06OLEEWQKN4_tv1.m3u8
J2,http://everydaytv.top/xg.flv?id=j2/BA151D8DCABA0184A3FCD79A0B404F48
经典台,http://everydaytv.top/xg.flv?id=jdt/C6EE7A8E76E5B2F213741AB8E92ED938
开电视,http://everydaytv.top/xg.flv?id=kds/24CD40E9644F98E7E02848578FF2EC00
美亚电影台,http://everydaytv.top/xg.flv?id=mydyt/1AA6FD9DEBF9DA16A3F0C67D5753D3EA
明珠台,http://everydaytv.top/xg.flv?id=mzt/23F1AE81592666B8D93CD6925D348B1E
NOW财经台,http://everydaytv.top/xg.flv?id=nowcjt/4EFBB4288C5EECABE862A54FD1463781
NOW新闻台,http://everydaytv.top/xg.flv?id=nowxwt/3AF9B82FDB037C19FD85E6F7ED54D7AE
NOW紫金国际台,http://everydaytv.top/xg.flv?id=nowzjgjt/A361D0B869DBD7B3AE9858BB65EA9F8D
RTHK31,http://everydaytv.top/xg.flv?id=rthk31/46DFC024334DE6855D7181A10096BF9C
RTHK32,http://everydaytv.top/xg.flv?id=rthk32/4E5DC24B3E6C9CB8C5A6D51BE930507B
ViuTV,http://everydaytv.top/xg.flv?id=viutv/57268DE91FC335117F887F4B4240F7A9
无线财经·资讯台,http://everydaytv.top/xg.flv?id=wxcjzxt/0BE2D1EBBEECE59C274D43C7180FC39A
无线新闻台,http://everydaytv.top/xg.flv?id=wxxwt/E03AD82DEB484CB59F4BBBC3D996CF59
香港卫视,https://zhibo.hkstv.tv/livestream/mutfysrq.flv
星河台,http://everydaytv.top/xg.flv?id=xht/A1BBC30A4D9BFD5D7F6A8DBBF5D13D18
星河台·国语,http://everydaytv.top/xg.flv?id=xhtgy/AC9DEA149677F8228B2AA25ACC7AC063
娱乐新闻台,http://everydaytv.top/xg.flv?id=ylxwt/EA3CD5EE8EC4D4692856B3FC00476BF5
有线18台,http://everydaytv.top/xg.flv?id=yx18t/EB9CF1770F3A12BF126200253BB91BA8
有线财经资讯台,http://everydaytv.top/xg.flv?id=yxcjzxt/B3DC05857E3630C82C3DFAB298103B63
有线高清603台,http://everydaytv.top/xg.flv?id=yxgq603t/06CC74D2DACC42F1D2F6B5B26F159B30
有线体育台,http://everydaytv.top/xg.flv?id=yxtyt/73C219B823A1B6A3B16BD87632D73463
有线新闻台,http://everydaytv.top/xg.flv?id=yxxwt/D64AD282C4A42E9E3537883F4A64253C
🇹🇼T-W,#genre#
爱放,http://everydaytv.top/tw.flv?id=af/F0357A3F154BC2FFE2BFF55055457068
ANIMAX,http://everydaytv.top/tw.flv?id=animax/5CAF1A2C96AE8D2770427F4F1310434A
ANIMAX·印尼版,http://everydaytv.top/tw.flv?id=animaxynb/317BC1E330B9C89DCD5AA9626849D169
BABYFIRST,http://everydaytv.top/tw.flv?id=babyfirst/F8089AFFEE222F1F593459E5E30BFA2C
博思高球 II,http://everydaytv.top/tw.flv?id=bsgqii/09FB45D017D59EFA1A172F83D24F7B52
博思魅力,http://everydaytv.top/tw.flv?id=bsml/0A08BFF3E7528FFC4BECF904D025941A
博思网球,http://everydaytv.top/tw.flv?id=bswq/1CE4793E803FB091181CB14C2239D4C3
博思无限,http://everydaytv.top/tw.flv?id=bswx/18CD3A121E6EEB4625C02D6404AB13BF
博思运动 I,http://everydaytv.top/tw.flv?id=bsydi/955CFECA292C710CD24697122BA8D7C5
博思运动 II,http://everydaytv.top/tw.flv?id=bsydii/3AC842E6C3BB9F7A36A0D5A38E55F118
八大第1台,http://everydaytv.top/tw.flv?id=bdd1t/DA6B10CF9BD73BC586975B50B9C225DA
八大娱乐台,http://everydaytv.top/tw.flv?id=bdylt/8ACACACCE76E1E365AA486281094FF63
八大综合台,http://everydaytv.top/tw.flv?id=bdzht/09907DEC51EBB13D6A46BB2CFF960A5C
采昌,http://everydaytv.top/tw.flv?id=cc/E0323A9039ADD2978BF5B49550572C7C
大爱2,http://everydaytv.top/tw.flv?id=da2/CAB8098CBFF73785C0426EF31776781F
DA VINCI,http://everydaytv.top/tw.flv?id=davinci/AEA862AA22A0F5B829D5795882889C08
东森财经新闻,http://everydaytv.top/tw.flv?id=dscjxw/E0EAA765EC3605F5519D45D2DD45FF22
东森超视,http://everydaytv.top/tw.flv?id=dscs/995C6C1954C34EC9E1130460BDB2917F
东森电影,http://everydaytv.top/tw.flv?id=dsdy/0A481496A73C48A77F919EA5478F7E74
东森LIVE,http://everydaytv.top/tw.flv?id=dslive/9F9A34FDA8EB3331264C4243E2191BA7
东森戏剧,http://everydaytv.top/tw.flv?id=dsxj/ECC8ACD26C3B737A37937BDE2CF1F5F3
东森新闻,http://everydaytv.top/tw.flv?id=dsxw/E2F568162378C8866DA7E75AD6CB3791
东森YOYOTV,http://everydaytv.top/tw.flv?id=dsyoyotv/319D1A7DD40BC6F5CE584F1E50C0F2FA
东森洋片,http://everydaytv.top/tw.flv?id=dsyp/2639B3720D37F9C2C6C4F8930069825C
东森综合,http://everydaytv.top/tw.flv?id=dszh/6E024F20A05BBCBFEC866E677990E94D
EF通运,http://everydaytv.top/tw.flv?id=efty/23A2963B3912C2900DF50657BEEDD8DA
ELTA体育1台,http://everydaytv.top/tw.flv?id=eltaty1t/B73142010B408529CABB71216A5D53AD
ELTA体育2台,http://everydaytv.top/tw.flv?id=eltaty2t/D2059D69A68E2B88BB1AF30EA6A2EE08
ELTA影剧,http://everydaytv.top/tw.flv?id=eltayj/1D50E999558BEA2C222E825160AF9865
ELTA综合,http://everydaytv.top/tw.flv?id=eltazh/C3573508A315F8D6666FDFB099051FEC
ELTV生活英语台,http://everydaytv.top/tw.flv?id=eltvshyyt/376C189B1904D0C2623E6C9374EB5B89
EYETV 旅游,http://everydaytv.top/tw.flv?id=eyetvly/6A6CE295AEC495FB504569798A28B60A
EYETV 戏剧,http://everydaytv.top/tw.flv?id=eyetvxj/59B5809A4128CCB75FB10D4800DC1F04
非凡商业,http://everydaytv.top/tw.flv?id=ffsy/09DA7590E9E4E5DBDCAB5C33FBE1B860
非凡新闻,http://everydaytv.top/tw.flv?id=ffxw/BB87F44FBA6BC32E571DF843DA3FE22F
FOODNETWORK,http://everydaytv.top/tw.flv?id=foodnetwork/5382B51CA47C88D283E818AD2D1E3ACA
公视,http://everydaytv.top/tw.flv?id=gs/1D8D5E912302108B5E88C3E77FCAD378
公视3,http://everydaytv.top/tw.flv?id=gs3/56A2484C8CA88ABD47791FFCF29BF616
HAKKATV,http://everydaytv.top/tw.flv?id=hakkatv/E422490AF44FF139494C59E53E6DDC5C
HOLLYWOOD,http://everydaytv.top/tw.flv?id=hollywood/13A224EF920AF18191B809F1A9D48C19
华视,http://everydaytv.top/tw.flv?id=hs/789406D01073CA1782D86293DCFC0764
寰宇新闻台,http://everydaytv.top/tw.flv?id=hyxwt/1FF75AEE94F735DDB0251B027DB389A8
寰宇新闻台湾台,http://everydaytv.top/tw.flv?id=hyxwtwt/A6A08C0DF35D9AC8CC6D5A96DB7D91E2
JET综合,http://everydaytv.top/tw.flv?id=jetzh/871756EB0920C92A972A7D730B158140
靖天电影台,http://everydaytv.top/tw.flv?id=jtdyt/7EA65F2B5DB5FCB5FBF9E6FF346EF30D
靖天国际台,http://everydaytv.top/tw.flv?id=jtgjt/87F558E6E2833A2FC73D68AEE879C5F4
靖天欢乐台,http://everydaytv.top/tw.flv?id=jthlt/2F3B06E5EA8BD50B6A029FCDDEE4D20F
靖天日本台,http://everydaytv.top/tw.flv?id=jtrbt/96A3AFD0BDA511EB2D3FCA8FD2C1038E
靖天戏剧台,http://everydaytv.top/tw.flv?id=jtxjt/95DEDC6CE52A9AFC2A3E0F71FB4782C7
靖天映画,http://everydaytv.top/tw.flv?id=jtyh/18977D3836BC0AA20C22AAED8DC79729
靖天育乐台,http://everydaytv.top/tw.flv?id=jtylt/2AF3A2F69B122CA0E011D16B96400C5A
靖天综合台,http://everydaytv.top/tw.flv?id=jtzht/E5E0BD5A8A386C8E7A2C6AF228C092B2
靖天资讯台,http://everydaytv.top/tw.flv?id=jtzxt/6079F4D3810404795CB9C7D86553F382
靖洋卡通台,http://everydaytv.top/tw.flv?id=jyktt/4DD28FD78B15DB1201126E4B65D332E3
靖洋戏剧台,http://everydaytv.top/tw.flv?id=jyxjt/F5F68EACE38B49DB8691A1BE7967A873
卡通频道,http://everydaytv.top/tw.flv?id=ktpd/3F7D44FDA2B847EE232B05C4B53D2B8D
狼谷育乐,http://everydaytv.top/tw.flv?id=lgyl/34362265D9FFC03AEF7F3733ED5CA67F
龙华偶像,http://everydaytv.top/tw.flv?id=lhox/F275127158F10B62EA3F340C89508B55
龙华日韩,http://everydaytv.top/tw.flv?id=lhrh/9A55A621FFC7C742DBC6063F6872492A
龙华戏剧,http://everydaytv.top/tw.flv?id=lhxj/70006BC206CAE56D8B08DAC9FE1AD0C3
龙华洋片,http://everydaytv.top/tw.flv?id=lhyp/FF9F43E317541D6354F434A886D7568D
LUXE.TV,http://everydaytv.top/tw.flv?id=luxetv/8953B7D6DC919129BE345FCE09353AE4
MOMO亲子台,http://everydaytv.top/tw.flv?id=momoqzt/3A23E54AFEBE136D1A8605DB1871FF15
民视,http://everydaytv.top/tw.flv?id=ms/EE33E909372D935D190F4FCB2A92D542
民视第一台,http://everydaytv.top/tw.flv?id=msdyt/5ABBE86CC5696D4E9712F5555ABF81D2
民视旅游,http://everydaytv.top/tw.flv?id=msly/09EBF98D3D19E8C7BE884B15CB186F60
民视台湾台,http://everydaytv.top/tw.flv?id=mstwt/348D77A106A00032DD3BF395D340EABB
美食星球,http://everydaytv.top/tw.flv?id=msxq/2F142EFFB1C9C012C6408EF4431846CA
民视新闻台,http://everydaytv.top/tw.flv?id=msxwt/126B1B1D84F0C7473C4AFF816A20000A
民视影剧,http://everydaytv.top/tw.flv?id=msyj/5D913AFE72C745D7B13B70D3576214DF
民视综艺,http://everydaytv.top/tw.flv?id=mszy/69FDCA729D285752BB1FDD2C533D8939
MTV,http://everydaytv.top/tw.flv?id=mtv/88EAAC40B27C1B47DF9A3F7B7D71E3E3
美亚电影台,http://everydaytv.top/tw.flv?id=mydyt/9DF78F05546F9FBFB49E6C16889FA38F
年代新闻,http://everydaytv.top/tw.flv?id=ndxw/7F6CC15CD13A0A8D4DB65680FC160FDF
三立都会台,http://everydaytv.top/tw.flv?id=sldht/5BA5C7BFA16AD9A07AA4B962202A5E41
三立INEWS,http://everydaytv.top/tw.flv?id=slinews/74B7A3917F88B67335EF458C8CC03798
三立LIVE,http://everydaytv.top/tw.flv?id=sllive/D65CE2BDD03471FDE0A1DC5E01D793BB
三立台湾台,http://everydaytv.top/tw.flv?id=sltwt/6F0D8D47AA7C63B11689F9676901A667
三立戏剧台,http://everydaytv.top/tw.flv?id=slxjt/62244EA1468EFAB15C037C1BDFB911DB
三立新闻,http://everydaytv.top/tw.flv?id=slxw/22C22895560BFBABB454F43A07FC81E3
三立综合台,http://everydaytv.top/tw.flv?id=slzht/419F852D9D120BE861AB8F8BC30DA2BA
TITV,http://everydaytv.top/tw.flv?id=titv/E3876E3FB9C8095FD4F714D80EA21B5C
TRACE URBAN,http://everydaytv.top/tw.flv?id=traceurban/DA731E700462DE5F3AC5D9E761D71C11
TRAVELCHANNEL,http://everydaytv.top/tw.flv?id=travelchannel/CA81B1C4F112E1E48756C072ECD03692
台视,http://everydaytv.top/tw.flv?id=ts/4D682EC4EED27C53849758BC13B6E179
台视财经,http://everydaytv.top/tw.flv?id=tscj/E184432B60A4FA49A92F8D8992D2826A
台视新闻,http://everydaytv.top/tw.flv?id=tsxw/DDFCA22567FA94D35CF8C676479EA0DC
TVBS,http://everydaytv.top/tw.flv?id=tvbs/2EE2136FCDC0275893F8AFF9005DDBDF
TVBS欢乐台,http://everydaytv.top/tw.flv?id=tvbshlt/DEE458AC4FCF4F4DD59D135D45633652
TVBS精采台,http://everydaytv.top/tw.flv?id=tvbsjct/1B3EA39C5083C43FA8AD9E6B002C1EE7
TVBS TALK,http://everydaytv.top/tw.flv?id=tvbstalk/F617FDC3A7975A7F2F6D5C05534F55BF
TVBS新闻台,http://everydaytv.top/tw.flv?id=tvbsxwt/EA300C8CA3597D56E43C960809CA7102
天映频道,http://everydaytv.top/tw.flv?id=typd/67D8751E2033A1CBFBB085071B40B1D5
WAKUWAKU JAPAN,http://everydaytv.top/tw.flv?id=wakuwakujapan/AB1E19244C58660CE6D46A8F190FB563
纬来电影,http://everydaytv.top/tw.flv?id=wldy/0DFC58E02766AEAB4F2DEB98614A67C2
纬来日本,http://everydaytv.top/tw.flv?id=wlrb/05163E3FA7961A4F3473A41E4D9C24FE
纬来育乐,http://everydaytv.top/tw.flv?id=wlyl/90530EAF17E69E10436ED1ED97D1AEAE
纬来综合,http://everydaytv.top/tw.flv?id=wlzh/DB3398BEEA4780C9DEA29862F5740050
卫视中文台,http://everydaytv.top/tw.flv?id=wszwt/24D4EB87D28B9794973F1FA1EC696F85
星卫电影台,http://everydaytv.top/tw.flv?id=xwdyt/75ACD69AC5D291839A83D9E41324E742
影迷数位电影台,http://everydaytv.top/tw.flv?id=ymswdyt/0A3B286F299A46B84CBE1EADAD3AEAC6
壹新闻,http://everydaytv.top/tw.flv?id=yxw/6F76E9BF0E259B2B70DA8F9BE1037B0D
壹综合,http://everydaytv.top/tw.flv?id=yzh/AE600AB8F12692F92633450066BD194B
亚洲旅游台,http://everydaytv.top/tw.flv?id=yzlyt/5B1B7A159DD1848B0B8AD699CD7327BD
中视,http://everydaytv.top/tw.flv?id=zs/F6706D5DB3AD094CFABD8FB5326F1EEC
中视BRAVO菁采台,http://everydaytv.top/tw.flv?id=zsbravojct/69815D36F5A02774893B1203E9672592
中视经典,http://everydaytv.top/tw.flv?id=zsjd/8B10217B28303051F11A6BE2FA61E143
中视新闻,http://everydaytv.top/tw.flv?id=zsxw/164F084D72F99963AD313579936EB411
中天新闻,http://everydaytv.top/tw.flv?id=ztxw/15F93E801354EC23261E3C21A4DFB1C6
中天娱乐,http://everydaytv.top/tw.flv?id=ztyl/B7098F36C9BCBEC4BCE67826162C7836
中天亚洲台,http://everydaytv.top/tw.flv?id=ztyzt/30BE8777B14B4ABD66B8735F87790890
中天综合,http://everydaytv.top/tw.flv?id=ztzh/31C0B567B4CA301D80DE4EDF494100F6
